uniqueID,AnimationName,Timestamp,Root_P_x_0,Root_P_z_0,Root_F_x_0,Root_F_z_0,Root_P_x_1,Root_P_z_1,Root_F_x_1,Root_F_z_1,Root_P_x_2,Root_P_z_2,Root_F_x_2,Root_F_z_2,Root_P_x_3,Root_P_z_3,Root_F_x_3,Root_F_z_3
385,Right180_1,0.3243906,0.02093346,0.1123101,0.2702165,0.6306072,0.03165716,0.2159561,0.5087476,0.4602809,0.07605085,0.2514331,0.6643779,0.1711272,0.1524036,0.2127111,0.6732433,-0.1320073
386,Right180_1,0.3414097,0.01707132,0.1140312,0.2737872,0.6290652,0.02586154,0.2198934,0.5180929,0.4497357,0.0733619,0.2442607,0.6656162,0.1662456,0.1488564,0.2052703,0.6738338,-0.1289587
387,Right180_1,0.3583956,0.0134726,0.1153279,0.2799583,0.6263433,0.02007464,0.2178529,0.5180836,0.4497465,0.07194613,0.2366144,0.6681846,0.1556016,0.1462784,0.1968587,0.6743068,-0.1264632
388,Right180_1,0.3923572,0.006107747,0.1169656,0.2968841,0.6185001,0.007350251,0.2072916,0.5076624,0.4614775,0.06362329,0.2223824,0.6663154,0.1634212,0.137674,0.1834487,0.6776839,-0.106898
389,Right180_1,0.409323,0.001673071,0.1171011,0.2973107,0.6182951,0.0007837873,0.2035013,0.5061212,0.4631675,0.06201405,0.2145076,0.6667993,0.1614352,0.1389915,0.1702163,0.6761163,-0.1164017
390,Right180_1,0.4263386,-0.003107339,0.1167429,0.2940986,0.6198295,-0.006029589,0.1990308,0.5042986,0.4651511,0.06648664,0.205432,0.6713428,0.1413557,0.1365787,0.1618976,0.6769349,-0.1115431
391,Right180_1,0.4433415,-0.007475153,0.1156371,0.2925203,0.6205759,-0.01090812,0.1940829,0.5047218,0.464692,0.06675843,0.1977204,0.672169,0.1373728,0.136165,0.153035,0.677507,-0.1080134
392,Right180_1,0.4602943,-0.01104499,0.1141601,0.2929075,0.6203932,-0.01214588,0.1916341,0.5207701,0.4466331,0.068542,0.1899223,0.6738487,0.1288815,0.1372613,0.1437775,0.6778077,-0.1061096
393,Right180_1,0.4772436,-0.01581596,0.1180405,0.3110747,0.6114859,-0.01369948,0.1856672,0.5240664,0.4427605,0.07072695,0.1821312,0.6747389,0.1241374,0.1394409,0.1349432,0.6781905,-0.103635
394,Right180_1,0.5112944,-0.02130755,0.1059969,0.2899988,0.6217583,-0.01867638,0.170393,0.5124817,0.4561197,0.06901333,0.1684561,0.6704469,0.1455465,0.1397663,0.1228124,0.6816173,-0.07797904
395,Right180_1,0.5282519,-0.02470506,0.1022073,0.2827166,0.6251032,-0.01928734,0.1635008,0.5123433,0.4562752,0.07059179,0.1613645,0.6688168,0.1528616,0.1496559,0.1133646,0.6804818,-0.08733225
396,Right180_1,0.5453149,-0.02734338,0.09821137,0.2763644,0.6279373,-0.01823037,0.156215,0.5133669,0.4551232,0.0784046,0.1518265,0.6714121,0.1410269,0.1551355,0.1078556,0.6817407,-0.07689172
397,Right180_1,0.5622657,-0.0296035,0.09425005,0.270904,0.6303122,-0.0100991,0.1492129,0.5293506,0.4364293,0.08129865,0.1440669,0.6708168,0.1438303,0.1614824,0.102691,0.6828105,-0.06672672
398,Right180_1,0.5792868,-0.03150907,0.09037316,0.2653645,0.6326643,-0.006364143,0.1413354,0.5289853,0.4368719,0.08442564,0.1362505,0.6693156,0.150662,0.1684653,0.09821645,0.6836926,-0.05698075
399,Right180_1,0.5962577,-0.03459516,0.09146049,0.2746502,0.628689,-0.002169056,0.1338704,0.5296512,0.4360645,0.08797558,0.1286272,0.6672156,0.1597061,0.1759123,0.09433662,0.6844398,-0.04716713
400,Right180_1,0.6302091,-0.03652092,0.07759265,0.2416761,0.6420866,0.0001750251,0.1187758,0.5136569,0.4547957,0.08984008,0.1168694,0.6572047,0.1968874,0.1906429,0.08866389,0.6851279,-0.03581045
401,Right180_1,0.6471994,-0.03699432,0.07335789,0.2388599,0.6431395,0.00605277,0.1126177,0.5167245,0.4513074,0.1007365,0.1073767,0.6597744,0.1880964,0.19903,0.08519068,0.6853765,-0.03068877
402,Right180_1,0.6641834,-0.03692428,0.06919001,0.2374559,0.6436594,0.01244614,0.107043,0.5185844,0.449169,0.1068437,0.1006755,0.6593984,0.1894111,0.2076927,0.08213033,0.6855379,-0.02684473
403,Right180_1,0.6811728,-0.03593232,0.06583579,0.2397162,0.6428209,0.02586741,0.1043114,0.5350381,0.4294379,0.1139836,0.09507274,0.6588907,0.191169,0.2166782,0.07962558,0.685616,-0.02476749
404,Right180_1,0.6982169,-0.03445674,0.06260918,0.2420977,0.6419278,0.03329327,0.100757,0.5387648,0.4247527,0.1214656,0.09010031,0.6582304,0.1934302,0.2256342,0.07784436,0.6856738,-0.02310636
405,Right180_1,0.732165,-0.02988222,0.05770633,0.2453197,0.6407034,0.04188903,0.09461634,0.5312169,0.4341557,0.1307159,0.08546197,0.6514593,0.2151355,0.2359619,0.07891144,0.6860415,-0.005425399
406,Right180_1,0.7491561,-0.02658437,0.056109,0.2500809,0.6388599,0.04934416,0.09319248,0.5342709,0.4303919,0.1388684,0.08332523,0.6506907,0.2174495,0.2511994,0.07781927,0.6856899,-0.02263048
407,Right180_1,0.7661504,-0.02283828,0.05470175,0.2555333,0.6366989,0.05652685,0.09204358,0.5353434,0.4290574,0.1542704,0.08201759,0.6560062,0.2008442,0.2592664,0.07863358,0.6857669,-0.02015537
408,Right180_1,0.7831331,-0.01831662,0.05356839,0.2636389,0.6333855,0.06358881,0.09064025,0.5362617,0.4279089,0.1631336,0.08233446,0.6549551,0.2042461,0.2671748,0.07918285,0.6858339,-0.01773566
409,Right180_1,0.8001029,-0.01289476,0.05245966,0.2714961,0.6300575,0.07645705,0.08952487,0.5479701,0.4128091,0.1722249,0.08320869,0.6536723,0.2083153,0.2751397,0.08007325,0.6858798,-0.01586177
410,Right180_1,0.8171125,-0.001789367,0.05389256,0.298894,0.6175314,0.08341526,0.08736199,0.5495695,0.4106772,0.1813759,0.08458155,0.6525183,0.2119019,0.2828749,0.08082695,0.6858774,-0.01596933
411,Right180_1,0.8511969,0.007547241,0.04877012,0.289159,0.6221492,0.09166984,0.08329592,0.5391046,0.4243214,0.1917518,0.08690763,0.6460838,0.2307777,0.2918963,0.08472527,0.6860622,0.00110715
412,Right180_1,0.8681458,0.01464581,0.04826099,0.2962185,0.6188191,0.09858631,0.08154069,0.5375389,0.4263033,0.2087027,0.09038344,0.6538261,0.2078316,0.3057483,0.08396498,0.686026,-0.007133462
413,Right180_1,0.8851574,0.02150289,0.04844834,0.3049512,0.6145627,0.1053046,0.08039726,0.534942,0.4295576,0.2171377,0.09326683,0.6531806,0.2098522,0.3129207,0.08606682,0.686062,-0.001248516
414,Right180_1,0.9021083,0.02803127,0.04910251,0.3115673,0.6112353,0.1178602,0.07948742,0.5423238,0.4201993,0.225019,0.09680586,0.652458,0.2120885,0.319816,0.08861917,0.6860517,0.003964144
415,Right180_1,0.9191952,0.03403794,0.05030303,0.3133195,0.6103388,0.1239837,0.07964955,0.5409532,0.4219625,0.2318704,0.1011849,0.6510559,0.2163536,0.3258553,0.0924316,0.6859968,0.0095401
416,Right180_1,0.9361958,0.04470881,0.05576404,0.3338827,0.5993372,0.1298153,0.08039548,0.5383598,0.4252663,0.2379828,0.1060359,0.6497175,0.2203404,0.3312632,0.09652986,0.6858646,0.01651113
417,Right180_1,0.970176,0.04875777,0.05596689,0.3182701,0.6077718,0.1335919,0.08225556,0.5218034,0.4454255,0.2406852,0.1148626,0.6426233,0.2402453,0.3397441,0.1050438,0.6850578,0.03712734
418,Right180_1,0.9871789,0.05216427,0.05819682,0.3210048,0.6063319,0.1375781,0.08424469,0.516844,0.4511704,0.2507577,0.1214731,0.6467615,0.2288714,0.342495,0.1096387,0.6843157,0.04893522
419,Right180_1,1.004185,0.05476596,0.0603356,0.3201942,0.6067606,0.1408806,0.08672166,0.5114134,0.4573174,0.2528926,0.1272835,0.6439311,0.2367178,0.3443544,0.1143337,0.6834356,0.0599902
420,Right180_1,1.021135,0.05641555,0.06226187,0.3147925,0.6095806,0.149799,0.09282096,0.517782,0.4500938,0.2537276,0.1333558,0.6399894,0.247177,0.3451295,0.1193247,0.6823914,0.07088646
421,Right180_1,1.038206,0.05727842,0.06361669,0.308533,0.6127724,0.1511944,0.09764525,0.5097923,0.4591238,0.2535937,0.1393435,0.6361662,0.2568567,0.3451137,0.124036,0.6811363,0.08207407
422,Right180_1,1.072117,0.05700516,0.06457818,0.2982697,0.6178333,0.1450444,0.1027942,0.4858452,0.4843938,0.2444944,0.1482623,0.6243215,0.284439,0.3367719,0.1347453,0.6762387,0.1156893
423,Right180_1,1.089175,0.05654298,0.06428079,0.2957643,0.6190363,0.1445747,0.107344,0.4792972,0.4908734,0.2427048,0.1524518,0.6216817,0.2901626,0.3417599,0.1344144,0.6768762,0.111899
424,Right180_1,1.106195,0.05612208,0.06379645,0.2883977,0.6225024,0.1437099,0.1123537,0.4714464,0.4984183,0.2471546,0.1578926,0.6218657,0.2897682,0.3400586,0.1385886,0.6752856,0.1211284
425,Right180_1,1.123192,0.0555785,0.06337849,0.2761029,0.6280524,0.1488073,0.1226423,0.480987,0.4892177,0.2443255,0.1632315,0.6151167,0.3038323,0.337692,0.1445681,0.6732308,0.1320713
426,Right180_1,1.14017,0.055452,0.06264522,0.2652463,0.6327141,0.147602,0.1273032,0.4739698,0.4960197,0.2420141,0.1677171,0.6094248,0.3150938,0.335578,0.1501221,0.670751,0.1441379
427,Right180_1,1.157173,0.06116091,0.06439401,0.2722279,0.6297417,0.14666,0.1312734,0.4691166,0.5006121,0.2403682,0.1707493,0.605923,0.3217764,0.3340248,0.1545981,0.6682097,0.1554938
428,Right180_1,1.191194,0.05704193,0.05961838,0.2486247,0.6394283,0.1386888,0.1333551,0.4484734,0.5191863,0.2304915,0.1750684,0.5911283,0.3482099,0,0,0,0
429,Right180_1,1.208167,0.05767789,0.05905346,0.2414855,0.6421582,0.1370746,0.1368596,0.4426572,0.5241536,0.2350127,0.1784673,0.5896576,0.3506942,0,0,0,0
430,Right180_1,1.225144,0.05823259,0.05882733,0.2315511,0.645807,0.1349739,0.1403318,0.438343,0.5277669,0.2325205,0.1813076,0.5818912,0.3634355,0,0,0,0
431,Right180_1,1.24214,0.05884228,0.05904156,0.2246373,0.6482444,0.1386029,0.1475504,0.4477813,0.5197833,0.2309131,0.1829109,0.5764385,0.3720236,0,0,0,0
432,Right180_1,1.259128,0.05961488,0.05945926,0.2208074,0.649559,0.1372554,0.1498136,0.4445996,0.5225072,0.2303454,0.1831746,0.5737926,0.3760917,0,0,0,0
433,Right180_1,1.276078,0.06440951,0.06638175,0.2367549,0.6439174,0.1359356,0.151987,0.4416291,0.5250205,0.2299149,0.1834087,0.5714619,0.3796235,0,0,0,0
434,Right180_1,1.310061,0.05880463,0.06605362,0.215388,0.6513761,0.1270979,0.1530041,0.425368,0.5382797,0.221438,0.184819,0.5586893,0.3981822,0,0,0,0
435,Right180_1,1.327105,0.05726657,0.06972761,0.2083924,0.6536477,0.1246314,0.1558649,0.4233582,0.5398615,0.227117,0.1862398,0.5625069,0.3927706,0,0,0,0
436,Right180_1,1.344149,0.05556099,0.07363572,0.2057313,0.6544899,0.1227144,0.1582209,0.4234509,0.5397887,0.226191,0.1872202,0.5618052,0.3937736,0,0,0,0
437,Right180_1,1.361101,0.05381905,0.07753856,0.2051995,0.6546569,0.1268261,0.1638204,0.4318694,0.5330773,0.2255848,0.1878598,0.5631537,0.3918425,0,0,0,0
438,Right180_1,1.378084,0.05594759,0.08846822,0.2309231,0.6460318,0.1255718,0.1654337,0.4305304,0.5341594,0.2245227,0.1889771,0.5628659,0.3922559,0,0,0,0
439,Right180_1,1.412091,0.04828476,0.08844439,0.217421,0.6507003,0.1164751,0.1652364,0.4170587,0.5447427,0.2146707,0.1910705,0.5516543,0.4078724,0,0,0,0
440,Right180_1,1.42905,0.04566717,0.0918093,0.2150674,0.6514822,0.1140824,0.1670351,0.4143995,0.5467686,0,0,0,0,0,0,0,0
441,Right180_1,1.446044,0.04345082,0.09432297,0.214831,0.6515599,0.1122096,0.168079,0.4121867,0.5484385,0,0,0,0,0,0,0,0
442,Right180_1,1.463034,0.04112827,0.09648716,0.2154895,0.6513424,0.1165118,0.1715897,0.4165346,0.5451437,0,0,0,0,0,0,0,0
443,Right180_1,1.480006,0.03922315,0.09788349,0.2202805,0.6497376,0.1156274,0.1710734,0.4131562,0.5477086,0,0,0,0,0,0,0,0
444,Right180_1,1.497058,0.0408257,0.1047943,0.2387948,0.6431639,0.1150491,0.1700815,0.4108472,0.549443,0,0,0,0,0,0,0,0
445,Right180_1,1.531056,0.03397318,0.09940539,0.2200298,0.6498224,0.1081444,0.1648066,0.3941858,0.561516,0,0,0,0,0,0,0,0
446,Right180_1,1.548003,0.03398257,0.09838546,0.2211094,0.6494564,0.1101636,0.1617565,0.3948399,0.5610564,0,0,0,0,0,0,0,0
447,Right180_1,1.56496,0.03423635,0.09710394,0.2233726,0.6486814,0.1127422,0.1583336,0.3955302,0.56057,0,0,0,0,0,0,0,0
448,Right180_1,1.581964,0.03492067,0.09537655,0.227033,0.6474093,0.1221727,0.1571262,0.4061254,0.5529422,0,0,0,0,0,0,0,0
449,Right180_1,1.598915,0.03574179,0.0935747,0.2297347,0.6464554,0.1246175,0.1539856,0.407352,0.5520391,0,0,0,0,0,0,0,0
450,Right180_1,1.633079,0.0355153,0.0905413,0.2146186,0.6516297,0.1193181,0.1480587,0.3874744,0.566168,0,0,0,0,0,0,0,0
451,Right180_1,1.650041,0.03615293,0.08898984,0.2110405,0.6527977,0.1201411,0.146362,0.3853707,0.5676022,0,0,0,0,0,0,0,0
452,Right180_1,1.667098,0.03709103,0.08762271,0.208315,0.6536725,0.1207689,0.1451361,0.381261,0.5703707,0,0,0,0,0,0,0,0
453,Right180_1,1.684124,0.03794529,0.08642879,0.2072794,0.6540015,0,0,0,0,0,0,0,0,0,0,0,0
454,Right180_1,1.701093,0.03896096,0.08528563,0.2046402,0.6548321,0,0,0,0,0,0,0,0,0,0,0,0
455,Right180_1,1.71808,0.04388557,0.08934837,0.2051167,0.6546828,0,0,0,0,0,0,0,0,0,0,0,0
456,Right180_1,1.752058,0.04176016,0.08253416,0.1821566,0.6614392,0,0,0,0,0,0,0,0,0,0,0,0
457,Right180_1,1.769048,0.04371224,0.08137678,0.1795051,0.6621636,0,0,0,0,0,0,0,0,0,0,0,0
458,Right180_1,1.786047,0.0460194,0.08020844,0.1797282,0.6621034,0,0,0,0,0,0,0,0,0,0,0,0
459,Right180_1,1.803033,0.04845853,0.07913277,0.1789072,0.6623255,0,0,0,0,0,0,0,0,0,0,0,0
460,Right180_1,1.820019,0.05055835,0.07836902,0.1750878,0.6633455,0,0,0,0,0,0,0,0,0,0,0,0
461,Right180_1,1.837057,0.05823889,0.08213094,0.1848789,0.6606835,0,0,0,0,0,0,0,0,0,0,0,0
462,Right180_1,1.871061,0.056737,0.07605736,0.1754222,0.663257,0,0,0,0,0,0,0,0,0,0,0,0
463,Right180_1,1.888051,0.05808196,0.07544605,0.1797357,0.662101,0,0,0,0,0,0,0,0,0,0,0,0
464,Right180_1,1.905094,0.05860142,0.07503109,0.1800246,0.6620225,0,0,0,0,0,0,0,0,0,0,0,0
465,Right180_1,1.922041,0.05819128,0.07514124,0.1760724,0.6630844,0,0,0,0,0,0,0,0,0,0,0,0
466,Right180_1,1.939029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,Right180_1,1.973035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,Right180_1,1.989983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,Right180_1,2.006936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,Right180_1,2.023966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,Right180_1,2.041009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,Right180_1,2.058069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,Right180_1,2.092042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,Right180_1,2.109026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,Right180_1,2.126022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,Right180_1,2.14298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,Right180_1,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,Right180_2,0,-0.01755921,0.09843806,0.05313405,0.6840024,0.02276189,0.2533963,0.178458,0.6624464,0.0800726,0.3940843,0.3306216,0.6011422,0.139001,0.4624964,0.5867744,0.3554973
479,Right180_2,0.01696581,-0.01686191,0.09757014,0.05907147,0.6835153,0.02678628,0.2587394,0.1829171,0.661229,0.09043171,0.3990606,0.3661779,0.5801692,0.1419878,0.4566963,0.6017675,0.3294821
480,Right180_2,0.03397071,-0.01574187,0.0969979,0.06604528,0.6828766,0.03379296,0.2736206,0.1931149,0.6583229,0.09588978,0.3971567,0.3865335,0.5668107,0.1449784,0.4508467,0.6150064,0.3040552
481,Right180_2,0.0509831,-0.01364436,0.0967055,0.07478912,0.6819744,0.03761819,0.2760643,0.1970716,0.6571494,0.1010451,0.3952011,0.402735,0.5554161,0.1477159,0.4451316,0.6249001,0.283165
482,Right180_2,0.06797812,-0.008622489,0.1045638,0.09190823,0.679879,0.04173963,0.2784217,0.2039817,0.6550373,0.106147,0.3932076,0.418372,0.5437347,0.1505706,0.4394811,0.634636,0.2606139
483,Right180_2,0.1019247,-0.004244982,0.09765176,0.09417247,0.679569,0.04544509,0.2738284,0.2080532,0.6537555,0.1095117,0.3846692,0.429266,0.5351759,0.1523605,0.4276954,0.6436489,0.2374839
484,Right180_2,0.1189016,-0.0003337345,0.09866509,0.09906483,0.6788731,0.04912862,0.2767011,0.2141369,0.6517882,0.1169516,0.3879239,0.460326,0.5087067,0.159504,0.4240762,0.6592855,0.1898029
485,Right180_2,0.1359089,0.003598803,0.1002339,0.1040367,0.678129,0.05281275,0.2796569,0.2196189,0.6499616,0.1200084,0.3863579,0.4754854,0.4945665,0.1633943,0.4193239,0.6646653,0.1700074
486,Right180_2,0.1528893,0.007670888,0.1041507,0.1088124,0.677379,0.0595976,0.2915109,0.2318078,0.6457148,0.1224001,0.3850341,0.4942446,0.4758201,0.1677259,0.4149513,0.6691484,0.1514034
487,Right180_2,0.1699704,0.01186805,0.110493,0.1155415,0.6762637,0.06298482,0.2945827,0.23966,0.6428418,0.1247418,0.3838836,0.5117022,0.4569938,0.1722069,0.4109155,0.6732073,0.1321907
488,Right180_2,0.2039837,0.02005086,0.1263431,0.1271286,0.6741816,0.06568634,0.2916224,0.2425202,0.6417682,0.1253896,0.3772005,0.5206304,0.4467958,0.1753373,0.4019842,0.6758894,0.1177119
489,Right180_2,0.2209156,0.02315179,0.1348338,0.1239293,0.674777,0.06795178,0.2936001,0.2536483,0.637452,0.1254902,0.3752137,0.5312403,0.434127,0.1839424,0.3979522,0.6814608,0.07933369
490,Right180_2,0.2379528,0.02572539,0.1430177,0.1213099,0.6752529,0.07012637,0.2949674,0.2662836,0.632278,0.1278944,0.3750901,0.5574795,0.3998739,0.1868295,0.3930448,0.682995,0.06481057
491,Right180_2,0.2549443,0.02740904,0.150588,0.1197697,0.6755278,0.0721812,0.2957537,0.2767166,0.6277822,0.1273383,0.3714698,0.5711637,0.3800719,0.1892995,0.3875498,0.6841986,0.05054649
492,Right180_2,0.2719066,0.02819576,0.157116,0.1173965,0.6759441,0.07781794,0.3029872,0.3077042,0.6131889,0.1259098,0.3676775,0.5828795,0.361848,0.1907176,0.3819875,0.6850882,0.03655988
493,Right180_2,0.2889363,0.02930881,0.1732442,0.1185062,0.6757506,0.07724385,0.3029338,0.3209225,0.6063755,0.122416,0.3639398,0.5903075,0.3495991,0.1898407,0.3767305,0.6856325,0.02430117
494,Right180_2,0.3228557,0.02443565,0.1686134,0.1054479,0.677911,0.0709921,0.2952983,0.3230813,0.6052281,0.112891,0.3532246,0.5940025,0.3432836,0.182271,0.365378,0.6857017,0.02226625
495,Right180_2,0.3398436,0.02277664,0.1711439,0.1057324,0.6778666,0.06965744,0.2941329,0.3341253,0.5992019,0.1098197,0.348416,0.6049581,0.3235865,0.1850492,0.3580477,0.6860301,-0.006731351
496,Right180_2,0.3568564,0.02094088,0.1733241,0.1082117,0.6774753,0.06775782,0.2924811,0.3446371,0.5932181,0.1111746,0.3450808,0.6249694,0.283012,0.1834098,0.3509725,0.6858901,-0.01540098
497,Right180_2,0.3738061,0.01919303,0.1751141,0.1094704,0.677273,0.06876989,0.2955824,0.3750218,0.5744922,0.1095597,0.3396317,0.6311982,0.2688332,0.1825589,0.3435991,0.6856548,-0.02366841
498,Right180_2,0.3907545,0.01758559,0.1747035,0.1099286,0.6771988,0.06635138,0.2909888,0.3878358,0.5659203,0.1087349,0.3322519,0.6366652,0.2556166,0.1824536,0.3341219,0.6853339,-0.03162348
499,Right180_2,0.4078237,0.01735632,0.1812031,0.1156913,0.6762382,0.06289332,0.2842425,0.4037272,0.5546954,0.1074538,0.3231345,0.6413291,0.243679,0.1823953,0.3230846,0.6851072,-0.03620662
500,Right180_2,0.4418359,0.01238098,0.1621822,0.1057862,0.6778582,0.05496182,0.2620594,0.4095889,0.5503812,0.1015204,0.2996423,0.642372,0.2409168,0.1777745,0.2989081,0.6854643,-0.02865871
501,Right180_2,0.4588344,0.01299255,0.1557921,0.1147732,0.6763946,0.05515189,0.251242,0.425147,0.5384539,0.1106162,0.2878349,0.6559197,0.2011265,0.1907067,0.2815899,0.6838201,-0.05542992
502,Right180_2,0.4757951,0.01431492,0.1491794,0.1293628,0.6737565,0.05549452,0.2401503,0.440213,0.5262082,0.1143558,0.274574,0.6607733,0.1845568,0.1968776,0.2661557,0.6826048,-0.06879804
503,Right180_2,0.4928043,0.01585828,0.1427304,0.1450188,0.670561,0.0578469,0.2321382,0.4741041,0.495891,0.1180368,0.2615851,0.6648677,0.1692145,0.2033676,0.2513225,0.6810375,-0.08288882
504,Right180_2,0.5097958,0.01785221,0.1369896,0.157402,0.6677628,0.05825252,0.2215061,0.4921387,0.4779979,0.1216456,0.2493651,0.6687278,0.1532504,0.2103066,0.2377007,0.6791691,-0.09701385
505,Right180_2,0.5438083,0.02171638,0.1287861,0.1870718,0.6600657,0.05680367,0.201357,0.5045531,0.4648749,0.1229699,0.2281569,0.6711289,0.1423677,0.2153944,0.2163496,0.6779379,-0.1052741
506,Right180_2,0.5608018,0.02351752,0.125389,0.2057878,0.6544722,0.05689314,0.1935677,0.5172249,0.4507338,0.1257171,0.2186858,0.6741315,0.1273941,0.2315329,0.2060865,0.6715761,-0.1402433
507,Right180_2,0.5777881,0.02436876,0.1220322,0.2176456,0.650625,0.05602277,0.1861337,0.5284498,0.4375196,0.1315292,0.2096794,0.6788715,0.09907642,0.2369752,0.1983448,0.6684686,-0.1543776
508,Right180_2,0.5947772,0.02484454,0.1187363,0.22767,0.6471854,0.05521945,0.1790441,0.5413201,0.4214914,0.132415,0.2010507,0.6797337,0.09297625,0.24182,0.1919732,0.6652931,-0.1675343
509,Right180_2,0.6118497,0.02511951,0.1151911,0.2376825,0.6435756,0.05886189,0.1744633,0.5671064,0.3860996,0.1343888,0.1923936,0.6806466,0.08604009,0.2459681,0.1858356,0.6628945,-0.1767863
510,Right180_2,0.6288549,0.02748603,0.1172828,0.2701405,0.6306399,0.06005314,0.1677163,0.5752679,0.3738306,0.137194,0.1837756,0.6815462,0.07859693,0.2500712,0.1804319,0.6604309,-0.1857786
511,Right180_2,0.6627956,0.02600969,0.1043467,0.2768752,0.6277122,0.06006098,0.1527153,0.5786386,0.3685918,0.1387499,0.1676803,0.6814015,0.07984203,0.2514081,0.1693738,0.6598167,-0.1879484
512,Right180_2,0.6797464,0.02517936,0.1006367,0.2931714,0.6202686,0.0617031,0.1471581,0.5846183,0.359032,0.1423333,0.1605933,0.6816857,0.07737794,0.259124,0.1703785,0.6502705,-0.2187025
513,Right180_2,0.6967864,0.0242518,0.09688529,0.3075523,0.6132651,0.06355909,0.1419975,0.5906408,0.3490359,0.1541647,0.1537552,0.6834563,0.05974922,0.2602267,0.1705431,0.6462442,-0.230328
514,Right180_2,0.7137377,0.0219653,0.09309743,0.3114919,0.6112735,0.06919144,0.1398417,0.6038449,0.3256593,0.1572311,0.1493016,0.6833327,0.06114675,0.2589098,0.1731713,0.6458737,-0.2313651
515,Right180_2,0.7307422,0.01959618,0.08920318,0.3142504,0.6098599,0.06948695,0.1356849,0.6042954,0.3248225,0.1603184,0.1457738,0.6831699,0.06294062,0.2572975,0.1759534,0.6460155,-0.2309683
516,Right180_2,0.7477649,0.01866566,0.08834234,0.3428253,0.5942671,0.07014409,0.1312366,0.6056886,0.3222172,0.1642149,0.1421791,0.6833104,0.06139427,0.2562513,0.1771085,0.6452789,-0.233019
517,Right180_2,0.7817565,0.01283609,0.07625703,0.3330275,0.5998126,0.06547514,0.1212451,0.5959203,0.3399434,0.1624626,0.1370564,0.680954,0.08357139,0.248177,0.1787467,0.6522799,-0.2126347
518,Right180_2,0.7987638,0.01030653,0.07201455,0.336798,0.5977036,0.06499831,0.117895,0.5946276,0.3421997,0.1742314,0.1393768,0.6827191,0.0676568,0.2510335,0.1838611,0.6445901,-0.2349178
519,Right180_2,0.8157884,0.008472922,0.0678191,0.3396759,0.5960728,0.0651655,0.1142261,0.5944236,0.3425539,0.1774151,0.1398177,0.6829138,0.06566064,0.2500096,0.1854146,0.645521,-0.2323474
520,Right180_2,0.8329014,0.006989271,0.06376404,0.3440501,0.5935588,0.0696545,0.1120206,0.6024513,0.3282302,0.1803763,0.14109,0.6831887,0.06273696,0.2492159,0.1867873,0.6464545,-0.2297377
521,Right180_2,0.8498672,0.006503684,0.06037359,0.3534975,0.5879813,0.0706182,0.1086724,0.6008052,0.3312335,0.1826971,0.1427812,0.6830884,0.06381789,0.2489019,0.1878332,0.6473063,-0.2273258
522,Right180_2,0.8838735,0.007295011,0.0553578,0.3614999,0.5830955,0.06903681,0.1024084,0.5870881,0.3549792,0.1797386,0.1456916,0.6802296,0.08927703,0.2425375,0.1914555,0.6552585,-0.2032702
523,Right180_2,0.9009206,0.008428305,0.05383358,0.3613154,0.5832098,0.07138702,0.101213,0.5831958,0.361338,0.1799848,0.1504607,0.6795487,0.09431987,0.2475623,0.1942662,0.6493736,-0.2213512
524,Right180_2,0.917907,0.009883294,0.05340215,0.3550169,0.5870652,0.07376228,0.1017278,0.5752289,0.3738909,0.1817066,0.1630236,0.6813654,0.08014777,0.2454267,0.1996996,0.6536402,-0.2084154
525,Right180_2,0.9349107,0.0114552,0.05340818,0.3498357,0.5901674,0.076525,0.102882,0.5670105,0.3862405,0.177916,0.1716263,0.6809242,0.08381411,0.2433784,0.2051017,0.6575509,-0.1957284
526,Right180_2,0.9518884,0.01372072,0.05404386,0.3508426,0.5895694,0.08758337,0.1078205,0.571043,0.3802531,0.1747588,0.1789242,0.6805116,0.08710144,0.2429506,0.2088103,0.6598318,-0.1878952
527,Right180_2,0.9689189,0.01938028,0.05964987,0.3697842,0.5778774,0.09175399,0.1106647,0.5677001,0.3852261,0.1715633,0.1859935,0.6800554,0.09059272,0.2423891,0.2128422,0.6617129,-0.1811596
528,Right180_2,1.002886,0.01976081,0.05835437,0.345422,0.5927615,0.09192598,0.1144287,0.5495388,0.4107186,0.16144,0.1956106,0.6753793,0.1206046,0.2338336,0.2227672,0.6690527,-0.1518262
