AnimationName,Timestamp,Root_P_x_0,Root_P_z_0,Root_F_x_0,Root_F_z_0,Root_P_x_1,Root_P_z_1,Root_F_x_1,Root_F_z_1,Root_P_x_2,Root_P_z_2,Root_F_x_2,Root_F_z_2,Root_P_x_3,Root_P_z_3,Root_F_x_3,Root_F_z_3,LeftFoot_P_x,LeftFoot_P_y,LeftFoot_P_z,RightFoot_P_x,RightFoot_P_y,RightFoot_P_z,Neck_P_x,Neck_P_y,Neck_P_z,LeftFoot_V_x,LeftFoot_V_y,LeftFoot_V_z,RightFoot_V_x,RightFoot_V_y,RightFoot_V_z,Neck_V_x,Neck_V_y,Neck_V_z
90Left,1.515354,0.004760176,0.005367348,-0.1181718,0.9929932,-0.02925421,-0.001098843,-0.3913622,0.9202367,-0.1063483,0.08042231,-0.6826896,0.7307086,-0.2130361,0.1360113,-0.9113166,0.4117063,-0.1613472,0.1010486,0.01403715,0.00746692,0.106984,-0.05011336,0.06001588,1.446171,-0.04099267,-0.04873574,0.05787909,-0.04398096,-0.0506954,0.02144277,0.01485385,0.02071206,-0.007027388,0.03306381
90Left,1.532521,0.002687187,0.003502228,-0.1369637,0.990576,-0.03772625,0.001918125,-0.4275046,0.9040132,-0.1150085,0.08673576,-0.7075368,0.7066765,-0.2201189,0.1380395,-0.9195639,0.3929405,-0.1621487,0.1022418,0.01302455,0.006655419,0.1074048,-0.04972978,0.06033622,1.446031,-0.04036222,-0.04007891,0.05966127,-0.05063005,-0.04057505,0.02103746,0.01917873,0.01601726,-0.006997585,0.03152266
90Left,1.549507,0.0005793059,0.001637413,-0.1521632,0.9883553,-0.04255907,0.00394305,-0.4434848,0.8962819,-0.1234708,0.09311222,-0.7284997,0.6850461,-0.226575,0.1409424,-0.9263647,0.3766278,-0.1626389,0.1033728,0.01252916,0.005793898,0.1079042,-0.04987092,0.06083343,1.44586,-0.04024738,-0.02450943,0.05654991,-0.02476936,-0.04307607,0.02497137,-0.007056817,0.02486017,-0.008511543,0.00574179
90Left,1.566484,-0.001680798,-0.0002697294,-0.1674457,0.9858813,-0.04739805,0.006668764,-0.460258,0.8877853,-0.1397684,0.1045016,-0.7610554,0.648687,-0.2339388,0.1457575,-0.9343334,0.3564002,-0.1630327,0.1045042,0.0120699,0.004962517,0.1084126,-0.05002999,0.06130909,1.445688,-0.04016036,-0.01968741,0.05656779,-0.02296316,-0.04156905,0.0254184,-0.007953495,0.023783,-0.008606911,0.004351139
90Left,1.583527,-0.004125971,-0.002180531,-0.1808884,0.9835036,-0.05335385,0.01153805,-0.4846213,0.8747241,-0.1478558,0.1091347,-0.7742016,0.6329392,-0.2389221,0.1509007,-0.9407775,0.3390251,-0.163993,0.1056104,0.01240685,0.003710208,0.1087095,-0.05014426,0.06234345,1.445512,-0.04034499,-0.04801825,0.05531311,0.01684777,-0.06261545,0.01484454,-0.005713291,0.05171821,-0.008827448,-0.009231642
90Left,1.600513,-0.006727703,-0.004015462,-0.1941276,0.9809763,-0.05812353,0.01618775,-0.4992773,0.8664423,-0.1556808,0.1132523,-0.7878538,0.6158623,-0.2477183,0.1631961,-0.9522846,0.3052113,-0.1648349,0.1066966,0.01282184,0.002509702,0.1090074,-0.05025329,0.06336334,1.445331,-0.04053852,-0.04209578,0.05430877,0.02074912,-0.06002532,0.01489818,-0.005451776,0.05099457,-0.009059906,-0.009676255
90Left,1.638476,-0.009660035,-0.005759992,-0.1953334,0.9807369,-0.06280094,0.0225681,-0.5019181,0.8649151,-0.1620402,0.1188018,-0.7976515,0.6031187,-0.2495968,0.1725599,-0.952058,0.3059177,-0.1632616,0.1075926,0.01629287,0.001209233,0.1097403,-0.05161547,0.06630412,1.444796,-0.04078822,0.07866845,0.04479885,0.1735519,-0.06502344,0.03664494,-0.06810911,0.1470391,-0.02672672,-0.01248494
90Left,1.655467,-0.01461724,-0.007170158,-0.2223765,0.9749609,-0.06676801,0.02994899,-0.5114642,0.8593046,-0.1699752,0.1242619,-0.8132316,0.5819402,-0.2525199,0.1809808,-0.9542627,0.2989698,-0.1615197,0.1071059,0.01583165,0.000781193,0.110271,-0.05292609,0.06761335,1.444683,-0.04066851,0.08709356,-0.0243336,-0.02306104,-0.02140199,0.02653301,-0.06553102,0.06546117,-0.005656481,0.005985238
90Left,1.672471,-0.01742264,-0.007465699,-0.2297138,0.9732583,-0.07576774,0.04436664,-0.5425791,0.8400047,-0.1762743,0.1290221,-0.8214997,0.570209,-0.256097,0.1899152,-0.9563572,0.2922002,-0.1584636,0.1062009,0.01527956,0.0002640802,0.1108318,-0.05374531,0.0687827,1.44459,-0.04049751,0.1528069,-0.04525185,-0.02760487,-0.02585564,0.02804101,-0.04096106,0.05846769,-0.00462532,0.008550286
90Left,1.689444,-0.02107894,-0.007432414,-0.2400567,0.9707589,-0.08035555,0.05213452,-0.5562885,0.8309892,-0.1820203,0.1337787,-0.8283619,0.5601933,-0.2602942,0.1995594,-0.9591852,0.282779,-0.1530577,0.1045457,0.01455257,-0.0004799688,0.1114411,-0.05366685,0.06970716,1.444539,-0.04020869,0.2702922,-0.08275807,-0.0363492,-0.03720245,0.03046393,0.003923103,0.04622266,-0.002545118,0.01444072
90Left,1.706451,-0.02424784,-0.006940268,-0.2481153,0.9687306,-0.08508972,0.06009557,-0.5653264,0.8248673,-0.1941654,0.1413482,-0.8491154,0.5282075,-0.265138,0.2098785,-0.96139,0.2751901,-0.1481052,0.1029119,0.01534906,-0.0009745836,0.111851,-0.05338794,0.07036018,1.444515,-0.04014977,0.2476238,-0.08169115,0.03982456,-0.02473074,0.02049804,0.01394562,0.03265142,-0.001227856,0.002946146
90Left,1.72344,-0.02768384,-0.005960367,-0.2574131,0.9663015,-0.08995099,0.06830512,-0.5724755,0.8199219,-0.1988676,0.1466521,-0.8581812,0.513347,-0.2721182,0.2224298,-0.9621708,0.2724472,-0.1436262,0.1012545,0.01843163,-0.001108772,0.1119371,-0.0527982,0.07056557,1.444547,-0.04044497,0.2239533,-0.08287132,0.1541282,-0.006709411,0.004303455,0.02948716,0.01026951,0.001603365,-0.01476016
90Left,1.757499,-0.03115484,-0.00401651,-0.2557918,0.9667319,-0.09527583,0.08010846,-0.5724396,0.8199469,-0.2008317,0.155466,-0.8562791,0.5165135,-0.2847481,0.2480496,-0.9610747,0.276289,-0.1371403,0.09829831,0.02562075,-0.0004012705,0.1114638,-0.05116488,0.07022049,1.444751,-0.04144692,0.3242947,-0.1478076,0.3594562,0.03537507,-0.02366304,0.08166563,-0.01725443,0.01018047,-0.05009733
90Left,1.778106,-0.03335581,-0.0009641462,-0.2611518,0.9652978,-0.09851218,0.09038048,-0.5757661,0.8176146,-0.2022797,0.1637858,-0.8570794,0.5151844,-0.2894611,0.2645986,-0.9592559,0.2825393,-0.1340242,0.09687299,0.03024575,0.0002460316,0.1109898,-0.05008509,0.06958963,1.44493,-0.04220164,0.1558065,-0.07126629,0.2312498,0.0323651,-0.02370179,0.05398989,-0.03154278,0.00897646,-0.03773607
90Left,1.79546,-0.03882049,0.00542192,-0.2828558,0.9591624,-0.1020859,0.101151,-0.5899898,0.8074107,-0.2033121,0.1722473,-0.8582687,0.5132008,-0.2949742,0.2816165,-0.9584244,0.2853469,-0.1316202,0.09586918,0.03418265,0.0008005747,0.1105689,-0.04918199,0.06889683,1.445094,-0.04286467,0.1201972,-0.05019009,0.196845,0.02772716,-0.0210464,0.0451548,-0.03463998,0.008177757,-0.03315117
90Left,1.812408,-0.04052445,0.01037512,-0.2844898,0.9586791,-0.1050814,0.1120129,-0.6012948,0.7990273,-0.2045272,0.1828561,-0.8614641,0.5078185,-0.3005359,0.3000377,-0.9568568,0.2905605,-0.1284469,0.09521484,0.03797172,0.001786186,0.1102369,-0.04846176,0.06816394,1.445202,-0.04350851,0.1586661,-0.03271699,0.1894536,0.04928056,-0.01659691,0.03601164,-0.03664456,0.005412102,-0.0321921
90Left,1.829457,-0.04177398,0.01605829,-0.2871358,0.9578899,-0.11434,0.129362,-0.6271494,0.778899,-0.2032322,0.1930279,-0.8639324,0.5036081,-0.3059623,0.3197776,-0.9544401,0.2984029,-0.1250049,0.0947004,0.04179931,0.002964739,0.1099333,-0.04779691,0.06739686,1.445291,-0.04415092,0.1720972,-0.02572238,0.1913799,0.05892768,-0.0151813,0.03324244,-0.03835373,0.004458427,-0.03212076
90Left,1.846455,-0.04341315,0.02392632,-0.300202,0.9538757,-0.1165245,0.1384273,-0.6322291,0.7747816,-0.2039457,0.2108135,-0.8749187,0.4842698,-0.3263549,0.3560281,-0.9554352,0.2952012,-0.120782,0.09453398,0.04498819,0.003911981,0.1098258,-0.04822419,0.06580999,1.445501,-0.04517824,0.2111461,-0.008320808,0.1594437,0.0473621,-0.005376339,-0.02136398,-0.07934384,0.01049042,-0.05136579
90Left,1.863415,-0.04362389,0.03120158,-0.3033179,0.9528894,-0.1182737,0.1468145,-0.6386361,0.7695088,-0.200483,0.2217525,-0.8739625,0.4859935,-0.3171599,0.3627527,-0.9495841,0.3135125,-0.116294,0.09448832,0.04802053,0.004824624,0.1097772,-0.04896748,0.06396125,1.445739,-0.04629371,0.2243996,-0.002282858,0.1516169,0.04563215,-0.002428889,-0.03716443,-0.09243675,0.01190901,-0.05577374
90Left,1.897311,-0.04001003,0.04025602,-0.2876704,0.9577295,-0.1142284,0.1568793,-0.6360508,0.7716472,-0.1901054,0.2363438,-0.8638849,0.5036895,-0.3307619,0.4102224,-0.9486467,0.3163379,-0.1087243,0.0951308,0.05354363,0.006448,0.1098301,-0.04867304,0.06071889,1.445976,-0.04881516,0.3784884,0.03212392,0.276155,0.08116879,0.002643466,0.0147216,-0.1621179,0.01185536,-0.1260724
90Left,1.914261,-0.03896355,0.04835359,-0.290419,0.9568996,-0.1165357,0.1646687,-0.649906,0.7600146,-0.1869506,0.2469294,-0.8636602,0.5040746,-0.3340616,0.4311538,-0.9470977,0.3209456,-0.1059891,0.09600943,0.05555971,0.006866999,0.1099966,-0.04824705,0.05902412,1.446019,-0.05023625,0.1367591,0.0439316,0.1008043,0.02094996,0.008326769,0.02129953,-0.08473862,0.002133846,-0.07105432
90Left,1.935017,-0.03995453,0.06412388,-0.3142938,0.9493257,-0.1159867,0.1713023,-0.652019,0.7582026,-0.1825306,0.2583643,-0.8632545,0.5047691,-0.3335294,0.4525173,-0.9439087,0.3302072,-0.1029109,0.0972982,0.0578008,0.007285316,0.1102557,-0.04779728,0.05688534,1.446042,-0.05199544,0.1539089,0.06443858,0.1120543,0.02091581,0.01295507,0.02248865,-0.1069389,0.001162291,-0.08795969
90Left,1.951968,-0.03885237,0.07191674,-0.321458,0.9469239,-0.115833,0.1771568,-0.6545092,0.756054,-0.1795616,0.2698075,-0.8630489,0.5051207,-0.3330351,0.4724733,-0.9407617,0.3390685,-0.1008633,0.09873635,0.05964504,0.007506622,0.1106908,-0.04839664,0.05482102,1.446026,-0.05358978,0.1023818,0.07190704,0.09221192,0.01106535,0.0217557,-0.02996773,-0.1032162,-0.0007867813,-0.07971674
90Left,1.969662,-0.03745875,0.07943847,-0.3220876,0.9467099,-0.1205988,0.1870825,-0.6753308,0.737515,-0.1774067,0.2836144,-0.8596155,0.5109415,-0.3301635,0.491976,-0.936752,0.3499942,-0.09870644,0.1003346,0.06128819,0.007807176,0.1111694,-0.04926416,0.05262534,1.445999,-0.05522322,0.1078416,0.07991493,0.08215737,0.01502768,0.02392828,-0.04337635,-0.1097839,-0.001370907,-0.08167196
90Left,1.986704,-0.03580955,0.0868739,-0.3171589,0.9483724,-0.1181153,0.1928307,-0.6779178,0.7351378,-0.1806803,0.3085474,-0.8584291,0.5129325,-0.3335951,0.5246232,-0.9361045,0.351722,-0.09598432,0.1019893,0.06211383,0.008274036,0.1117526,-0.05111777,0.05035412,1.445985,-0.05686239,0.1361057,0.08273125,0.04128236,0.02334297,0.02915859,-0.09268038,-0.113561,-0.0006914139,-0.08195862
90Left,2.003653,-0.03521611,0.09621077,-0.3200811,0.9473901,-0.115463,0.1980991,-0.6775007,0.7355222,-0.1778656,0.3232295,-0.8521819,0.5232459,0,0,0,0,-0.0934604,0.1036108,0.06208152,0.009083262,0.1123476,-0.0533202,0.04805544,1.445973,-0.05837428,0.1261964,0.08107424,-0.001615472,0.04046131,0.02975166,-0.1101213,-0.114934,-0.0005960464,-0.07559452
90Left,2.03759,-0.0296904,0.09990234,-0.3043023,0.9525756,-0.1066929,0.2010292,-0.663314,0.7483412,-0.1675698,0.3373701,-0.8385727,0.54479,0,0,0,0,-0.08852874,0.106157,0.05632535,0.01289564,0.1137786,-0.06046206,0.04321451,1.446057,-0.06055171,0.2465826,0.1273125,-0.2878089,0.1906188,0.07154942,-0.3570933,-0.2420463,0.004196167,-0.1088714
90Left,2.054646,-0.02913809,0.1060561,-0.3186641,0.9478677,-0.1041731,0.2043983,-0.6632553,0.7483933,-0.1668615,0.3516641,-0.834657,0.5507702,0,0,0,0,-0.08546042,0.1071004,0.05221201,0.01521913,0.1147979,-0.06447062,0.04037493,1.446181,-0.06061576,0.1534164,0.04717112,-0.2056668,0.1161744,0.05096495,-0.2004279,-0.141979,0.006216764,-0.003202632
90Left,2.071644,-0.02850188,0.1115311,-0.3288382,0.9443863,-0.1015915,0.2093378,-0.6654513,0.7464412,-0.1658547,0.3667875,-0.8285663,0.559891,0,0,0,0,-0.08355952,0.1081746,0.04814807,0.01682693,0.1166598,-0.06892635,0.03723976,1.446253,-0.06081104,0.09504482,0.05370975,-0.2031973,0.08039009,0.09309351,-0.2227865,-0.1567587,0.003570318,-0.009764172
90Left,2.093292,-0.03078808,0.1231784,-0.3465095,0.9380465,-0.09478287,0.2118342,-0.658622,0.7524741,-0.1701936,0.4017234,-0.8227464,0.5684087,0,0,0,0,-0.0847519,0.1098058,0.04345999,0.01658093,0.1216797,-0.07581978,0.03229167,1.446185,-0.06154529,-0.0596188,0.08155704,-0.234404,-0.0122997,0.2509952,-0.3446713,-0.2474045,-0.003385544,-0.03671255
90Left,2.110244,-0.03137521,0.1253805,-0.3494935,0.9369389,-0.09087502,0.2220346,-0.6727146,0.7399021,-0.1600842,0.3989,-0.8097547,0.5867687,0,0,0,0,-0.08683916,0.1110744,0.04003618,0.01554323,0.1268606,-0.08111496,0.02926002,1.44593,-0.06238773,-0.1043633,0.06343126,-0.1711901,-0.05188543,0.2590477,-0.2647594,-0.1515823,-0.01273751,-0.04212186
90Left,2.127773,-0.0327124,0.1259943,-0.3555541,0.9346557,-0.086279,0.2234864,-0.6699037,0.742448,-0.1720332,0.4379684,-0.8175458,0.5758637,0,0,0,0,-0.08976977,0.1124024,0.03669069,0.01383428,0.1332069,-0.0863827,0.02671125,1.445538,-0.06345826,-0.1465306,0.06640255,-0.1672748,-0.08544745,0.3173143,-0.263387,-0.1274385,-0.01963973,-0.05352627
90Left,2.144803,-0.03461192,0.1258379,-0.3678846,0.9298715,-0.08237009,0.2247878,-0.66709,0.7449773,-0.1712067,0.4520034,-0.8130687,0.5821679,0,0,0,0,-0.09012201,0.1131135,0.03295077,0.01483674,0.1403455,-0.09067886,0.02443355,1.44508,-0.0648648,-0.01761168,0.03555119,-0.186996,0.05012313,0.3569275,-0.2148081,-0.1138849,-0.02285838,-0.07032715
90Left,2.178976,-0.0337286,0.1190034,-0.3576404,0.9338594,-0.07250576,0.2201044,-0.6448029,0.764349,-0.1566285,0.4609807,-0.7922948,0.6101388,0,0,0,0,-0.08724352,0.1132911,0.02290519,0.02379387,0.1596099,-0.09638231,0.01901792,1.443847,-0.06842582,0.1439244,0.008881092,-0.5022787,0.4478566,0.963223,-0.2851725,-0.2707815,-0.06166101,-0.178051
90Left,2.195988,-0.03459755,0.1180872,-0.3548521,0.9349225,-0.06751635,0.2226063,-0.6397658,0.76857,-0.1498065,0.4738639,-0.7818334,0.6234875,0,0,0,0,-0.08499216,0.112756,0.01622139,0.03245882,0.1730681,-0.09744303,0.01539547,1.442977,-0.07050556,0.1125678,-0.02675653,-0.3341904,0.4332476,0.6729096,-0.05303584,-0.1811229,-0.04352331,-0.103987
90Left,2.212973,-0.03575486,0.1164485,-0.3554904,0.9346799,-0.06383972,0.2253371,-0.6374469,0.7704945,-0.1442333,0.4848299,-0.7741036,0.6330592,0,0,0,0,-0.08383863,0.1124514,0.009734684,0.04048235,0.1845121,-0.0953743,0.01217163,1.442181,-0.07194664,0.05767681,-0.01522601,-0.3243351,0.4011762,0.5721986,0.1034364,-0.1611916,-0.03976822,-0.07205419
90Left,2.229954,-0.04077655,0.1205145,-0.382255,0.9240569,-0.06113027,0.2306565,-0.6329355,0.7742046,-0.1435755,0.5095947,-0.776224,0.6304573,0,0,0,0,-0.08298705,0.1122174,0.003251399,0.04820419,0.1956687,-0.09238087,0.009075708,1.441367,-0.07314375,0.04257895,-0.01170039,-0.3241642,0.3860923,0.5578309,0.1496714,-0.1547963,-0.04073977,-0.05985536
90Left,2.251238,-0.04023386,0.1159943,-0.3839913,0.9233367,-0.05922108,0.2461643,-0.6298715,0.7766995,0,0,0,0,0,0,0,0,-0.08418524,0.1130427,-0.004920404,0.05768078,0.2062123,-0.08528657,0.00440839,1.440365,-0.07442252,-0.05990975,0.04126132,-0.4085901,0.4738294,0.5271822,0.3547151,-0.2333659,-0.0500977,-0.06393865
90Left,2.268188,-0.04000763,0.113454,-0.3848393,0.9229837,-0.05581369,0.2523852,-0.6216249,0.7833152,0,0,0,0,0,0,0,0,-0.08559883,0.1139944,-0.01156778,0.06520886,0.2140117,-0.07891577,0.0005983227,1.439516,-0.07538012,-0.07067956,0.04758835,-0.332369,0.3764041,0.3899693,0.3185403,-0.1905034,-0.04242063,-0.04788004
90Left,2.285918,-0.0379798,0.1106247,-0.3718144,0.9283072,-0.04926736,0.2595119,-0.6054904,0.7958527,0,0,0,0,0,0,0,0,-0.08763096,0.1161386,-0.01988702,0.07568973,0.2184023,-0.06888784,-0.00318181,1.438644,-0.07677241,-0.1016062,0.1072109,-0.4159618,0.5240437,0.2195269,0.5013965,-0.1890066,-0.04362464,-0.0696145
90Left,2.302924,-0.03578693,0.1078773,-0.3602293,0.9328639,-0.04311512,0.2677627,-0.5898421,0.8075187,0,0,0,0,0,0,0,0,-0.08940101,0.1181235,-0.02756833,0.0852695,0.2218677,-0.05956302,-0.006634344,1.437855,-0.07796321,-0.08850247,0.09924173,-0.3840657,0.4789885,0.1732737,0.4662408,-0.1726267,-0.03942251,-0.05953982
90Left,2.336824,-0.02968913,0.0984311,-0.3348496,0.9422716,-0.02983543,0.2684904,-0.5562692,0.8310022,0,0,0,0,0,0,0,0,-0.09006941,0.1205263,-0.03954201,0.1005621,0.2181558,-0.04139916,-0.01170896,1.437245,-0.07996149,-0.03342032,0.1201421,-0.5986838,0.7646292,-0.1855969,0.9081932,-0.2537306,-0.03050566,-0.09991415
90Left,2.353863,-0.02530413,0.09693898,-0.3329812,0.9429336,-0.02499919,0.301254,-0.5536188,0.8327703,0,0,0,0,0,0,0,0,-0.08954953,0.1216823,-0.04460364,0.1078975,0.2131881,-0.03083941,-0.01404321,1.43716,-0.08080982,0.02599433,0.05779862,-0.2530817,0.3667705,-0.2483845,0.5279874,-0.1167127,-0.004267693,-0.04241653
90Left,2.37081,-0.01733403,0.1032707,-0.3460143,0.9382292,-0.01513871,0.2931823,-0.530493,0.8476894,0,0,0,0,0,0,0,0,-0.08940892,0.1222517,-0.04981966,0.1155047,0.2065694,-0.01856956,-0.01644391,1.437232,-0.08133394,0.007030368,0.02847314,-0.260801,0.3803618,-0.3309339,0.6134925,-0.1200349,0.0035882,-0.02620593
90Left,2.387892,-0.009926873,0.1022622,-0.3301883,0.9439152,-0.005948361,0.3332178,-0.5308136,0.8474888,0,0,0,0,0,0,0,0,-0.09025013,0.1209556,-0.05559364,0.1241415,0.1945125,-0.000705441,-0.01910002,1.437812,-0.08096799,-0.04206076,-0.06480813,-0.288699,0.4318383,-0.6028444,0.8932061,-0.1328059,0.02902746,0.01829788
90Left,2.408401,-0.001910538,0.100135,-0.3121921,0.9500191,0.007867471,0.3439039,-0.5112236,0.8594478,0,0,0,0,0,0,0,0,-0.09078827,0.1194963,-0.06263731,0.1344792,0.1815418,0.02025007,-0.02180889,1.438512,-0.08013835,-0.02690665,-0.07296503,-0.3521832,0.5168863,-0.6485373,1.047776,-0.1354434,0.03497601,0.04148185
90Left,2.4259,0.00450812,0.1002961,-0.3052812,0.9522623,0.01841602,0.35506,-0.5003727,0.8658104,0,0,0,0,0,0,0,0,-0.09087995,0.1183604,-0.06868926,0.1432688,0.1717148,0.03722771,-0.02351407,1.439138,-0.07903945,-0.00458397,-0.05679429,-0.3025975,0.4394807,-0.4913479,0.8488817,-0.08525895,0.03131628,0.05494505
90Left,2.442933,0.01064165,0.101689,-0.3030857,0.9529634,0.02907092,0.3654359,-0.4893432,0.8720913,0,0,0,0,0,0,0,0,-0.091361,0.1169366,-0.07389864,0.1522796,0.1623951,0.05513167,-0.02517158,1.439758,-0.07792463,-0.02405271,-0.07119179,-0.260469,0.4505381,-0.4659861,0.8951981,-0.0828756,0.0310123,0.05574077
90Left,2.476832,0.02070189,0.09646215,-0.2741452,0.9616885,0.05134688,0.366389,-0.4545068,0.8907435,0,0,0,0,0,0,0,0,-0.09373214,0.1132118,-0.08465414,0.1725734,0.1438131,0.09783239,-0.02855201,1.441215,-0.07499886,-0.118557,-0.1862373,-0.5377751,1.014689,-0.9290993,2.135036,-0.1690212,0.07283092,0.1462884
90Left,2.493783,0.02742798,0.1017626,-0.2601183,0.9655768,0.06652064,0.3899909,-0.4497273,0.893166,0,0,0,0,0,0,0,0,-0.09584244,0.110931,-0.09177847,0.1837397,0.1345224,0.1250857,-0.03028543,1.442156,-0.07277801,-0.1055151,-0.114039,-0.3562167,0.5583167,-0.4645377,1.362666,-0.0866714,0.04706383,0.1110427
90Left,2.510866,0.03593348,0.1196766,-0.2598275,0.9656551,0,0,0,0,0,0,0,0,0,0,0,0,-0.09809836,0.1098731,-0.09681562,0.1926042,0.1273763,0.1475462,-0.03155692,1.442963,-0.07096598,-0.1127958,-0.05289912,-0.2518576,0.4432261,-0.357303,1.123022,-0.0635745,0.0403583,0.0906013
90Left,2.527857,0.0414901,0.1266585,-0.2520351,0.9677183,0,0,0,0,0,0,0,0,0,0,0,0,-0.1004425,0.1094623,-0.1005566,0.1995422,0.1219512,0.166873,-0.03253043,1.443667,-0.06941102,-0.1172055,-0.02053976,-0.1870479,0.3468998,-0.2712548,0.9663441,-0.0486752,0.03518462,0.07774793
90Left,2.544877,0.04682709,0.1347991,-0.2469598,0.9690259,0,0,0,0,0,0,0,0,0,0,0,0,-0.1042724,0.1115203,-0.1041215,0.2042855,0.1148075,0.1844056,-0.03308726,1.444608,-0.06759395,-0.1914982,0.1029044,-0.1782436,0.2371624,-0.3571868,0.8766271,-0.02784152,0.04703999,0.0908535
90Left,2.566482,0.05219276,0.142215,-0.2356021,0.9718497,0,0,0,0,0,0,0,0,0,0,0,0,-0.1101774,0.1154274,-0.1082897,0.2086415,0.1086947,0.2049454,-0.0334986,1.445691,-0.06508894,-0.2952475,0.1953542,-0.2084114,0.2178021,-0.3056377,1.026993,-0.02056714,0.0541687,0.125251
90Left,2.583432,0.05776744,0.1525841,-0.2228638,0.9748497,0,0,0,0,0,0,0,0,0,0,0,0,-0.1172367,0.121962,-0.1126163,0.2049223,0.1105924,0.2166055,-0.03277959,1.445136,-0.06581178,-0.352966,0.3267288,-0.2163287,-0.1859613,0.09488165,0.5830042,0.03595054,-0.02775788,-0.03614202
90Left,2.617869,0.06777185,0.177421,-0.2044114,0.9788851,0,0,0,0,0,0,0,0,0,0,0,0,-0.1308043,0.1333594,-0.1191648,0.196255,0.111835,0.228473,-0.03110073,1.444404,-0.06651269,-0.6783791,0.5698711,-0.3274255,-0.433366,0.06213188,0.5933732,0.0839429,-0.03660321,-0.03504567
90Left,2.634843,0.06652465,0.1704964,-0.1874935,0.9822659,0,0,0,0,0,0,0,0,0,0,0,0,-0.1371003,0.1376716,-0.1213854,0.1918181,0.1109247,0.2284745,-0.0301975,1.444295,-0.06646439,-0.314799,0.2156109,-0.1110293,-0.2218425,-0.04551709,7.674098E-05,0.04516141,-0.005429983,0.002414733
90Left,2.651885,0.07936392,0.2090918,-0.2045438,0.9788576,0,0,0,0,0,0,0,0,0,0,0,0,-0.1432965,0.1405608,-0.1239634,0.1899843,0.1089289,0.2234232,-0.02924405,1.444414,-0.06617749,-0.3098115,0.1444578,-0.1289003,-0.09169281,-0.0997901,-0.2525665,0.04767263,0.005954504,0.01434498
90Left,2.668855,0.08495241,0.2199167,-0.20022,0.9797511,0,0,0,0,0,0,0,0,0,0,0,0,-0.1499764,0.1434696,-0.1267362,0.1883651,0.1073915,0.2176763,-0.02820001,1.44445,-0.06606655,-0.3339969,0.1454383,-0.1386404,-0.08096024,-0.07686615,-0.2873465,0.05220203,0.001764297,0.00554733
90Left,2.685867,0.09138386,0.2283528,-0.1914032,0.9815118,0,0,0,0,0,0,0,0,0,0,0,0,-0.1598624,0.1464629,-0.1328119,0.1905196,0.1099209,0.2072235,-0.02653176,1.443922,-0.06697794,-0.4942998,0.1496643,-0.3037877,0.1077265,0.1264691,-0.5226367,0.08341242,-0.02639294,-0.04556961
90Left,2.702852,0.09738787,0.2348257,-0.1825655,0.9831938,0,0,0,0,0,0,0,0,0,0,0,0,-0.1686891,0.1499081,-0.1379285,0.1952415,0.114538,0.1976567,-0.02504864,1.44323,-0.0681049,-0.4413322,0.1722604,-0.2558276,0.2360933,0.2308547,-0.4783414,0.07415619,-0.03460646,-0.056348
90Left,2.722825,0.101061,0.2377727,-0.177765,0.9840731,0,0,0,0,0,0,0,0,0,0,0,0,-0.1730618,0.1574289,-0.1422878,0.1923962,0.1187227,0.1878956,-0.02332714,1.442266,-0.07032931,-0.2186358,0.3760427,-0.2179675,-0.1422614,0.2092365,-0.4880555,0.08607469,-0.04817247,-0.1112204
90Left,2.7568,0.1070507,0.2420989,-0.17823,0.9839889,0,0,0,0,0,0,0,0,0,0,0,0,-0.1788324,0.1725097,-0.146593,0.1845821,0.1240019,0.1687732,-0.01956523,1.440746,-0.07509867,-0.2885327,0.7540405,-0.2152614,-0.3907062,0.2639558,-0.9561196,0.1880955,-0.07598996,-0.2384681
90Left,2.773874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1810378,0.182106,-0.1481625,0.1772714,0.1247556,0.1559412,-0.01721459,1.44009,-0.07770007,-0.1102671,0.4798144,-0.078471,-0.3655344,0.03768504,-0.6415993,0.1175323,-0.03282428,-0.13007
90Left,2.790891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18243,0.1936694,-0.1497366,0.1667677,0.1238622,0.1397193,-0.01453966,1.439518,-0.08027615,-0.06960854,0.578171,-0.07870868,-0.5251848,-0.04466772,-0.8110933,0.1337465,-0.02859235,-0.1288038
90Left,2.80796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1826732,0.2040738,-0.1495222,0.1567983,0.1232144,0.1239896,-0.01240603,1.438998,-0.08232337,-0.01216456,0.5202174,0.01072288,-0.4984707,-0.03239214,-0.7864844,0.1066815,-0.02601147,-0.1023613
90Left,2.824933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1818918,0.2128637,-0.1473219,0.1476641,0.1226065,0.1089297,-0.01088214,1.438581,-0.08373668,0.03907159,0.4394948,0.1100153,-0.4567109,-0.03039539,-0.7529956,0.07619452,-0.02086163,-0.0706654
