uniqueID,AnimationName,Timestamp,LeftFoot_P_x,LeftFoot_P_y,LeftFoot_P_z,RightFoot_P_x,RightFoot_P_y,RightFoot_P_z,Neck_P_x,Neck_P_y,Neck_P_z,LeftFoot_V_x,LeftFoot_V_y,LeftFoot_V_z,RightFoot_V_x,RightFoot_V_y,RightFoot_V_z,Neck_V_x,Neck_V_y,Neck_V_z
230,Left180_2,1.852054,-0.3045123,0.09293738,-0.1365009,0.1339301,0.09268561,-0.1219447,-0.02279836,1.425091,0.1499916,-0.06434172,0.04522242,0.3181756,-0.05967319,-0.02531111,-0.3741432,0.2165992,-0.0544548,0.140433
231,Left180_2,1.88614,-0.3054796,0.09335487,-0.1230028,0.1316049,0.09126342,-0.133716,-0.01567597,1.423008,0.1540405,-0.04836321,0.02087466,0.6749045,-0.1162611,-0.07110946,-0.5885683,0.3561198,-0.104171,0.2024435
232,Left180_2,1.903089,-0.3053256,0.09313896,-0.1158582,0.130559,0.09032363,-0.1385617,-0.01275744,1.422057,0.1555491,0.00769794,-0.01079552,0.3572311,-0.05229637,-0.04698969,-0.2422839,0.1459266,-0.04755259,0.07543191
233,Left180_2,1.920038,-0.3048826,0.0930887,-0.1075749,0.1295035,0.08881629,-0.1440682,-0.009969268,1.42106,0.1570656,0.02214909,-0.002513081,0.4141633,-0.05277172,-0.07536709,-0.2753235,0.1394085,-0.04985332,0.07582754
234,Left180_2,1.937021,-0.3044663,0.09299905,-0.0980881,0.1282682,0.08698657,-0.1500319,-0.006954945,1.419959,0.1586299,0.02081841,-0.004482642,0.4743409,-0.06176829,-0.09148568,-0.2981834,0.1507162,-0.05503893,0.07821321
235,Left180_2,1.954031,-0.3043982,0.09247625,-0.08442682,0.1264931,0.08403557,-0.1577258,-0.003255502,1.418585,0.1604971,0.003403425,-0.02613999,0.683064,-0.08875355,-0.1475502,-0.3846981,0.1849722,-0.06871819,0.09336174
236,Left180_2,1.971003,-0.3042015,0.09214725,-0.07111613,0.1248366,0.08110061,-0.1648975,0.0001809479,1.417193,0.1622781,0.009833276,-0.01645014,0.6655343,-0.08282587,-0.1467481,-0.358586,0.1718225,-0.06958842,0.08905008
237,Left180_2,2.004951,-0.3034633,0.09102991,-0.04721248,0.1223842,0.0752376,-0.176644,0.005166452,1.414711,0.165686,0.03691465,-0.05586669,1.195183,-0.1226164,-0.2931502,-0.5873241,0.2492752,-0.1240969,0.1703918
238,Left180_2,2.022005,-0.3030553,0.09033614,-0.03518228,0.1211896,0.0721494,-0.182557,0.00752105,1.413619,0.1672256,0.0203982,-0.03468879,0.6015098,-0.05973168,-0.1544099,-0.2956487,0.1177299,-0.05460382,0.07697865
239,Left180_2,2.039002,-0.303225,0.09048188,-0.02227379,0.1190673,0.06818376,-0.1895359,0.01165606,1.412068,0.1698271,-0.008484721,0.00728704,0.6454244,-0.106116,-0.1982819,-0.348945,0.2067503,-0.0775218,0.1300782
240,Left180_2,2.055991,-0.3043305,0.09212862,-0.00747197,0.114936,0.06251642,-0.1987533,0.01930137,1.409552,0.1745192,-0.05527735,0.08233711,0.7400912,-0.2065636,-0.2833672,-0.4608691,0.3822655,-0.1258135,0.2346031
241,Left180_2,2.07296,-0.3037918,0.0936653,0.006892445,0.1127699,0.05778428,-0.2065038,0.02491767,1.407186,0.1786681,0.02693534,0.07683411,0.7182208,-0.108305,-0.2366072,-0.387527,0.280815,-0.1182914,0.207445
242,Left180_2,2.089964,-0.3008556,0.09451206,0.02002411,0.1143501,0.05437223,-0.2117426,0.02709429,1.405258,0.1821723,0.1468092,0.04233792,0.6565831,0.07901043,-0.1706023,-0.2619371,0.1088313,-0.09642839,0.1752086
243,Left180_2,2.123864,-0.2941227,0.096072,0.04654652,0.1180622,0.04817468,-0.2235801,0.03035803,1.402086,0.1878492,0.336647,0.07799678,1.326121,0.1856029,-0.3098775,-0.5918771,0.1631871,-0.1585662,0.2838492
244,Left180_2,2.140998,-0.2903848,0.09672259,0.06041601,0.1194007,0.045415,-0.2297654,0.03146343,1.400739,0.1900453,0.1868963,0.03252961,0.6934747,0.06692708,-0.1379842,-0.3092661,0.0552698,-0.06737113,0.1098029
245,Left180_2,2.157961,-0.2864501,0.09723834,0.07458682,0.1198696,0.04295504,-0.2357481,0.0321661,1.399547,0.1917287,0.1967311,0.02578758,0.7085406,0.0234466,-0.1229979,-0.2991349,0.03513377,-0.05958676,0.08416772
246,Left180_2,2.174956,-0.2816247,0.09791649,0.09033421,0.1205551,0.040608,-0.2421081,0.03272877,1.398395,0.1932178,0.2412707,0.03390759,0.7873692,0.03427193,-0.1173522,-0.3179975,0.02813302,-0.05760789,0.07445961
247,Left180_2,2.191926,-0.2752572,0.09925522,0.1093564,0.1213448,0.03832462,-0.2490045,0.03308075,1.397225,0.1943395,0.3183752,0.06693639,0.9511095,0.03948435,-0.1141686,-0.3448188,0.01759939,-0.05851388,0.05608425
248,Left180_2,2.225866,-0.2621576,0.1017919,0.1379918,0.1218638,0.03555538,-0.2611996,0.03300706,1.395212,0.1969761,0.6549835,0.1268346,1.431772,0.02595112,-0.1384622,-0.6097585,-0.003684498,-0.1006305,0.1318268
249,Left180_2,2.242897,-0.2541114,0.1030582,0.1528281,0.1214391,0.03458178,-0.2681301,0.03263581,1.394313,0.1984097,0.402306,0.06331466,0.7418149,-0.02123602,-0.04868004,-0.3465235,-0.01856275,-0.04497766,0.07168353
250,Left180_2,2.259895,-0.2449072,0.1047224,0.1690904,0.1205909,0.0337391,-0.2758817,0.03210561,1.393437,0.1998837,0.4602134,0.08320771,0.8131146,-0.04241019,-0.04213415,-0.3875822,-0.02650972,-0.04379749,0.0737004
251,Left180_3,0,-0.04910947,0.03160484,-0.1027264,0.3004756,0.0808687,-0.139568,-0.08270601,1.388177,0.1491305,9.789886,-3.655876,-13.59084,8.994235,2.35648,6.815687,-5.740582,-0.2629995,-2.537664
252,Left180_3,0.03810459,-0.05424708,0.02617771,-0.1281129,0.2939925,0.07537627,-0.07354484,-0.08077208,1.390139,0.1390539,-0.2568804,-0.2713565,-1.269325,-0.3241509,-0.2746213,3.301158,0.09669662,0.09813309,-0.5038261
253,Left180_3,0.05505501,-0.05717565,0.02345587,-0.1365893,0.291722,0.07336385,-0.05120936,-0.08012583,1.391108,0.1352881,-0.1464287,-0.1360916,-0.4238196,-0.113526,-0.1006212,1.116774,0.03231242,0.04841685,-0.1882933
254,Left180_3,0.07200858,-0.06032132,0.02110423,-0.1453282,0.2895335,0.07186235,-0.02932396,-0.07946781,1.391877,0.1319514,-0.1572832,-0.1175825,-0.436943,-0.1094282,-0.07507466,1.09427,0.03290102,0.03846288,-0.1668334
255,Left180_3,0.08895702,-0.06422817,0.01927088,-0.154557,0.2879406,0.07064931,-0.008554365,-0.07876725,1.392362,0.129527,-0.1953427,-0.09166747,-0.4614413,-0.07964522,-0.0606522,1.03848,0.03502816,0.02424121,-0.1212187
256,Left180_3,0.1059307,-0.06877039,0.01766133,-0.1645388,0.2863247,0.06945328,0.01436638,-0.07822797,1.392829,0.126884,-0.2271112,-0.08047736,-0.4990906,-0.08079261,-0.05980171,1.146037,0.02696365,0.02335906,-0.1321517
257,Left180_3,0.1229329,-0.07457181,0.01636191,-0.1759043,0.284703,0.06810447,0.04124015,-0.07799224,1.393311,0.1238274,-0.2900709,-0.06497074,-0.5682766,-0.08108616,-0.06744042,1.343688,0.01178682,0.02409816,-0.1528319
258,Left180_3,0.1568684,-0.08583066,0.01487874,-0.1925959,0.2829718,0.06604762,0.08472654,-0.07807273,1.393869,0.1199245,-0.5629424,-0.07415861,-0.8345776,-0.08655787,-0.1028422,2.17432,-0.004024804,0.02790689,-0.1951449
259,Left180_3,0.1738745,-0.09183045,0.01454094,-0.1992848,0.2826139,0.06492124,0.1029388,-0.07805066,1.394072,0.1189507,-0.2999898,-0.01689019,-0.3344469,-0.0178948,-0.05631894,0.9106119,0.001103804,0.01014471,-0.04869029
260,Left180_3,0.1908794,-0.09828214,0.0144798,-0.2055066,0.2824474,0.06355245,0.1193173,-0.07778528,1.394274,0.1186485,-0.3225841,-0.003057066,-0.3110878,-0.008325279,-0.06843992,0.818928,0.01326874,0.01011491,-0.01510903
261,Left180_3,0.2078835,-0.1065409,0.01482223,-0.2123638,0.28234,0.06223714,0.136011,-0.07736081,1.394495,0.1186462,-0.4129376,0.01712162,-0.3428608,-0.005368888,-0.06576534,0.8346841,0.02122372,0.01102686,-0.0001132488
262,Left180_3,0.2248991,-0.116884,0.01570102,-0.21999,0.2822423,0.06109813,0.1529471,-0.07675122,1.394717,0.1189991,-0.5171579,0.04393933,-0.381308,-0.004886091,-0.05695056,0.8468017,0.03047958,0.01108646,0.01764223
263,Left180_3,0.2588997,-0.1350254,0.01841124,-0.2329685,0.282515,0.06034001,0.1751441,-0.07594892,1.394982,0.1194524,-0.9070691,0.1355111,-0.6489285,0.01363456,-0.03790576,1.109851,0.04011504,0.01329184,0.0226669
264,Left180_3,0.2758482,-0.1436423,0.02022986,-0.2381156,0.2827979,0.0602557,0.1823527,-0.07568751,1.395086,0.1193892,-0.4308432,0.09093117,-0.257352,0.01414269,-0.004215539,0.36043,0.01307055,0.005203485,-0.003160909
265,Left180_3,0.2929028,-0.1523007,0.02236442,-0.2424792,0.2829652,0.06015438,0.1878907,-0.07547823,1.395194,0.1191206,-0.4329219,0.106728,-0.2181798,0.008367002,-0.005066022,0.2768993,0.0104636,0.005376339,-0.01342632
266,Left180_3,0.3098967,-0.1615042,0.0247611,-0.2456664,0.2822283,0.06047479,0.1908713,-0.07505599,1.395177,0.1183013,-0.4601754,0.119834,-0.1593597,-0.0368461,0.01602024,0.149031,0.02111197,-0.0008404255,-0.04096553
267,Left180_3,0.3268767,-0.1711396,0.02753467,-0.2479687,0.2810573,0.06133372,0.1920348,-0.07448275,1.395036,0.1171082,-0.4817694,0.1386784,-0.1151167,-0.05855113,0.04294682,0.05817786,0.02866201,-0.007039309,-0.05965605
268,Left180_3,0.343824,-0.1785473,0.02931308,-0.2490365,0.2811008,0.06200153,0.1908914,-0.07423936,1.394915,0.1162608,-0.3703825,0.08892035,-0.05339012,0.00217557,0.03339034,-0.05717278,0.01216978,-0.006091595,-0.04237071
269,Left180_3,0.3779542,-0.19019,0.03235915,-0.2518043,0.2805244,0.0628601,0.1850147,-0.07344248,1.394792,0.11493,-0.5821355,0.1523038,-0.1383893,-0.02881736,0.04292857,-0.2938323,0.03984384,-0.006133318,-0.06653965
270,Left180_3,0.3949046,-0.1953198,0.03468758,-0.2552609,0.2789519,0.0634416,0.1820029,-0.07240055,1.394788,0.114195,-0.2564885,0.1164215,-0.1728326,-0.07862896,0.02907477,-0.1505926,0.05209669,-0.0001966953,-0.03675036
271,Left180_3,0.4118874,-0.2002829,0.03578622,-0.2587158,0.2784869,0.06798919,0.177244,-0.07116251,1.394295,0.1147385,-0.2481565,0.05493183,-0.1727417,-0.02324879,0.2273798,-0.2379455,0.06190166,-0.02464056,0.02717413
272,Left180_3,0.4288939,-0.2051852,0.03649895,-0.2620612,0.2774778,0.07442071,0.1709924,-0.06976176,1.393559,0.1158846,-0.2451159,0.03563631,-0.1672715,-0.05045235,0.3215756,-0.3125794,0.07003769,-0.03682375,0.05730577
273,Left180_3,0.4458861,-0.2095829,0.03856458,-0.266868,0.276093,0.07768686,0.1646636,-0.06939144,1.392496,0.1185536,-0.2198838,0.1032816,-0.2403408,-0.06923974,0.1633078,-0.3164388,0.01851581,-0.05315542,0.1334503
274,Left180_3,0.4628417,-0.2137821,0.0411425,-0.2721888,0.2743583,0.07989278,0.1582905,-0.06936955,1.3913,0.1217551,-0.2099596,0.1288964,-0.2660409,-0.08673817,0.1102962,-0.3186576,0.001094863,-0.05975962,0.1600746
275,Left180_3,0.496739,-0.2237986,0.04606422,-0.279415,0.2714921,0.0808824,0.1458742,-0.06857719,1.389778,0.1263228,-0.500828,0.246086,-0.3613055,-0.1433089,0.0494808,-0.6208137,0.03961809,-0.07609129,0.2283838
276,Left180_3,0.5138599,-0.2336938,0.04996144,-0.2822146,0.2641551,0.07997507,0.1341214,-0.06463606,1.389145,0.1304245,-0.4947565,0.1948608,-0.1399845,-0.3668502,-0.04536659,-0.5876385,0.1970563,-0.03167987,0.2050854
277,Left180_3,0.5308593,-0.2446645,0.05432564,-0.2847532,0.2557084,0.0793444,0.1213882,-0.05987668,1.38845,0.1348985,-0.5485379,0.2182098,-0.1269281,-0.4223332,-0.03153346,-0.6366592,0.2379689,-0.03472567,0.2236992
278,Left180_3,0.5478559,-0.2525299,0.05862578,-0.2845158,0.2488157,0.07582193,0.1090656,-0.05536857,1.388367,0.1378028,-0.393267,0.2150072,0.01186877,-0.3446355,-0.1761235,-0.6161336,0.2254058,-0.004160404,0.1452178
279,Left180_3,0.564894,-0.2598563,0.06293898,-0.2837269,0.2421153,0.07212673,0.09697431,-0.05086887,1.388337,0.1403949,-0.3663197,0.21566,0.03944635,-0.3350183,-0.1847599,-0.6045628,0.2249848,-0.001519918,0.1296051
280,Left180_3,0.5988899,-0.2688112,0.07089412,-0.2827282,0.2389515,0.06821064,0.07726075,-0.04821776,1.38808,0.1437223,-0.4477486,0.3977571,0.04993528,-0.1581907,-0.1958046,-0.985678,0.1325555,-0.01282692,0.166367
281,Left180_3,0.6158633,-0.275204,0.07562879,-0.2792681,0.2372379,0.06538492,0.06629182,-0.04658233,1.387871,0.1451434,-0.3196403,0.2367333,0.173007,-0.08568019,-0.1412857,-0.5484465,0.08177124,-0.01046062,0.07105768
282,Left180_3,0.6328129,-0.2815388,0.08054336,-0.2755321,0.2353381,0.06263264,0.05527006,-0.04487837,1.387622,0.1465085,-0.3167361,0.2457287,0.1867995,-0.09499341,-0.1376145,-0.551088,0.08519795,-0.01242757,0.06825402
283,Left180_3,0.6498975,-0.2874599,0.08500887,-0.2745217,0.2314222,0.06035148,0.04677008,-0.03977655,1.386765,0.1508086,-0.2960578,0.2232753,0.05051643,-0.1957931,-0.1140576,-0.4249988,0.2550911,-0.04288554,0.2150066
284,Left180_3,0.6670757,-0.2933027,0.08953997,-0.2733434,0.2273935,0.05816456,0.03843538,-0.03453238,1.385836,0.1550218,-0.2921402,0.2265554,0.05891919,-0.2014332,-0.1093464,-0.416735,0.2622087,-0.04643798,0.2106577
285,Left180_3,0.6841125,-0.2986504,0.09179372,-0.2670616,0.2260401,0.05600599,0.0314866,-0.0310927,1.386396,0.1549688,-0.267382,0.1126871,0.3140867,-0.0676699,-0.1079282,-0.3474392,0.1719838,0.02802014,-0.002651662
286,Left180_3,0.7180994,-0.3083202,0.09490973,-0.248979,0.2233899,0.04871317,0.0124738,-0.02601671,1.38774,0.1545644,-0.4834935,0.1558006,0.9041294,-0.1325116,-0.3646411,-0.9506399,0.2537996,0.06717443,-0.0202179
287,Left180_3,0.7350932,-0.3124423,0.09574922,-0.2379763,0.2222617,0.04442477,0.003994585,-0.02438865,1.388344,0.1539401,-0.2061054,0.04197471,0.5501382,-0.05640909,-0.2144199,-0.4239608,0.08140318,0.03020167,-0.03121719
288,Left180_3,0.7520417,-0.3152094,0.09632645,-0.2288066,0.2213601,0.0416621,-0.004311285,-0.02361077,1.388616,0.1536209,-0.1383543,0.02886131,0.4584856,-0.04507899,-0.1381336,-0.4152935,0.03889389,0.01360178,-0.01595989
289,Left180_3,0.7691137,-0.3177823,0.09695433,-0.2193051,0.2204458,0.03895384,-0.01265025,-0.02282206,1.388852,0.1532462,-0.1286462,0.03139414,0.4750714,-0.04571676,-0.1354128,-0.4169483,0.03943536,0.01179576,-0.01873299
290,Left180_3,0.7860906,-0.3202293,0.09747545,-0.2084788,0.2197967,0.03630088,-0.02090801,-0.02197195,1.389019,0.1527139,-0.122349,0.0260558,0.5413175,-0.03245398,-0.1326481,-0.4128883,0.04250547,0.00834465,-0.0266172
291,Left180_3,0.8030742,-0.3226311,0.09810221,-0.1966688,0.2188499,0.0334768,-0.02959439,-0.02091991,1.38916,0.1520779,-0.120087,0.03133826,0.590498,-0.0473395,-0.1412041,-0.4343188,0.05260212,0.007069111,-0.0317961
292,Left180_3,0.8370694,-0.3279453,0.0994755,-0.1648807,0.2146953,0.02628224,-0.05048148,-0.01713479,1.389341,0.1501322,-0.265713,0.06866455,1.589405,-0.2077304,-0.359728,-1.044354,0.1892558,0.009018183,-0.09728745
293,Left180_3,0.8541402,-0.3290806,0.09902667,-0.1514054,0.2133455,0.02395945,-0.05907861,-0.01600516,1.389199,0.149729,-0.05676299,-0.02244189,0.6737657,-0.06749034,-0.1161393,-0.4298564,0.05648155,-0.007092953,-0.02015904
294,Left180_3,0.8711222,-0.3301075,0.09840486,-0.1378398,0.2118742,0.0216458,-0.06733286,-0.0149212,1.388982,0.1493292,-0.05134493,-0.03109016,0.6782808,-0.07356703,-0.1156825,-0.4127125,0.05419813,-0.0108242,-0.01998991
295,Left180_3,0.8881286,-0.3313389,0.09707347,-0.1239918,0.2103517,0.0193549,-0.07487501,-0.01383031,1.388724,0.1490557,-0.0615716,-0.06656982,0.6923996,-0.07612482,-0.114545,-0.3771078,0.05454468,-0.01292229,-0.01367629
296,Left180_3,0.9051501,-0.3318486,0.09527663,-0.1082763,0.2084979,0.01702241,-0.08320817,-0.01295214,1.38841,0.1487906,-0.02548546,-0.08984171,0.7857744,-0.09269118,-0.1166245,-0.4166577,0.04390837,-0.0156939,-0.01325384
297,Left180_3,0.9390825,-0.3301863,0.08987997,-0.0703183,0.2035525,0.01255004,-0.102105,-0.01238787,1.387492,0.1483621,0.08311719,-0.2698332,1.897901,-0.2472684,-0.2236189,-0.9448394,0.02821349,-0.04587173,-0.02142489
298,Left180_3,0.9561478,-0.3305212,0.08794522,-0.05545772,0.2015192,0.011046,-0.1081779,-0.0124993,1.386885,0.1479812,-0.01674443,-0.09673759,0.7430293,-0.1016669,-0.07520179,-0.3036451,-0.005571637,-0.03038645,-0.01904741
299,Left180_3,0.9731535,-0.3307406,0.08623433,-0.04013949,0.1993262,0.009428757,-0.1139144,-0.01262391,1.386258,0.147673,-0.01097322,-0.08554421,0.7659117,-0.1096465,-0.08086222,-0.2868257,-0.006230548,-0.03131032,-0.01540557
300,Left180_3,0.9901019,-0.3306735,0.08464138,-0.02407962,0.1968455,0.007620469,-0.1191484,-0.01283088,1.385654,0.1474511,0.003357232,-0.07964745,0.8029933,-0.124035,-0.0904144,-0.2617002,-0.01034816,-0.03023148,-0.01109466
301,Left180_3,1.007074,-0.3304697,0.08335704,-0.00541813,0.1945048,0.004931747,-0.1240563,-0.01265079,1.385356,0.1462696,0.01018941,-0.0642173,0.9330745,-0.1170352,-0.1344361,-0.2453946,0.009004166,-0.0148952,-0.05907938
302,Left180_3,1.024053,-0.3299127,0.08252633,0.016997,0.1925063,0.001029636,-0.12847,-0.0120688,1.385499,0.1436992,0.02785176,-0.0415355,1.120757,-0.09992495,-0.1951056,-0.2206862,0.02909955,0.007176399,-0.1285195
303,Left180_3,1.058032,-0.3254185,0.08027306,0.05182602,0.1908822,-0.004025719,-0.1375547,-0.01325499,1.385642,0.1411892,0.224708,-0.1126632,1.741451,-0.08120835,-0.2527677,-0.4542373,-0.05930923,0.007140636,-0.1254976
304,Left180_3,1.074979,-0.3221106,0.07897235,0.0672529,0.1901738,-0.005416842,-0.1427523,-0.01427857,1.38539,0.1411347,0.1653969,-0.06503537,0.7713441,-0.03541708,-0.06955615,-0.2598777,-0.05117892,-0.01260638,-0.002726912
305,Left180_3,1.092044,-0.3184048,0.07780847,0.08284352,0.1889497,-0.006223778,-0.1486014,-0.01525376,1.384813,0.1418052,0.185287,-0.05819425,0.7795312,-0.06120801,-0.04034681,-0.2924532,-0.04875963,-0.02884269,0.03352687
306,Left180_3,1.10904,-0.312947,0.07646955,0.1003508,0.187698,-0.006520801,-0.1543772,-0.01651888,1.384202,0.1428483,0.2728924,-0.06694607,0.8753617,-0.0625819,-0.01485113,-0.2887934,-0.06325622,-0.03057718,0.05215555
307,Left180_3,1.126083,-0.3061885,0.07539243,0.1198266,0.1863629,-0.006419276,-0.1601259,-0.0179851,1.383511,0.1442477,0.3379256,-0.05385578,0.9737939,-0.06675422,0.00507622,-0.2874337,-0.07331083,-0.03454089,0.06996915
308,Left180_3,1.143031,-0.3001901,0.07467481,0.135121,0.1855556,-0.005784301,-0.1653012,-0.01896801,1.383072,0.1461861,0.2999172,-0.03588125,0.7647164,-0.04036725,0.03174876,-0.2587661,-0.04914543,-0.02197027,0.09691715
309,Left180_3,1.176994,-0.2880005,0.07326464,0.1605496,0.1845685,-0.003939636,-0.1754917,-0.02139408,1.381912,0.1504742,0.6094798,-0.07050857,1.271434,-0.04935414,0.09223328,-0.5095221,-0.1213036,-0.0579834,0.2144068
310,Left180_3,1.193985,-0.2807696,0.07205514,0.17084,0.1844396,-0.002610727,-0.1810172,-0.02355463,1.381196,0.1525486,0.3615484,-0.06047487,0.5145185,-0.006445497,0.06644541,-0.2762794,-0.1080273,-0.03580451,0.1037195
311,Left180_3,1.210969,-0.2703036,0.07027913,0.1819926,0.1841559,-0.0008943151,-0.1868924,-0.02654004,1.380466,0.1544796,0.523296,-0.08880049,0.5576305,-0.01418516,0.08582062,-0.2937555,-0.1492705,-0.03651381,0.09655058
312,Left180_3,1.228001,-0.2587453,0.06869199,0.1936011,0.1836742,0.001033915,-0.1930028,-0.02987198,1.379676,0.1564048,0.5779177,-0.07935688,0.5804248,-0.02408549,0.09641148,-0.3055215,-0.166597,-0.0395,0.09626001
313,Left180_3,1.244971,-0.247843,0.0673202,0.2021893,0.1826565,0.002990488,-0.1981043,-0.03280594,1.379086,0.1582066,0.5451121,-0.06858967,0.4294105,-0.05088449,0.09782866,-0.2550751,-0.1466982,-0.02949834,0.09009093
314,Left180_3,1.278929,-0.2248326,0.06393451,0.2146056,0.1798308,0.007201324,-0.2068565,-0.03876122,1.378251,0.1617548,1.150521,-0.1692843,0.6208115,-0.1412854,0.2105418,-0.4376128,-0.2977641,-0.04174113,0.1774102
315,Left180_3,1.29599,-0.2118971,0.06149974,0.2190047,0.1781773,0.009521415,-0.2107193,-0.04214738,1.377961,0.1636152,0.6467775,-0.1217386,0.2199583,-0.08267462,0.1160046,-0.1931369,-0.1693079,-0.01447797,0.09301901
316,Left180_3,1.312948,-0.1933167,0.05810983,0.2229111,0.1753933,0.01226931,-0.2165779,-0.04709798,1.377727,0.1655261,0.9290196,-0.1694957,0.1953207,-0.1391985,0.1373947,-0.2929285,-0.2475301,-0.01171827,0.09554327
317,Left180_3,1.329896,-0.1734601,0.05479193,0.2258788,0.1721698,0.0151784,-0.2230206,-0.05247282,1.377399,0.1676063,0.9928294,-0.1658948,0.148382,-0.1611784,0.1454547,-0.3221378,-0.2687417,-0.01640916,0.1040109
318,Left180_3,1.346894,-0.1552146,0.05093277,0.2238604,0.1696614,0.01824652,-0.2305617,-0.05700237,1.377105,0.1702658,0.9122759,-0.1929581,-0.1009181,-0.1254201,0.1534058,-0.3770523,-0.2264774,-0.01469254,0.132978
319,Left180_3,1.363895,-0.1373156,0.04746846,0.2208348,0.1672233,0.02136992,-0.2384187,-0.06128222,1.376714,0.1730981,0.8949511,-0.1732152,-0.1512811,-0.1219049,0.15617,-0.392852,-0.2139926,-0.01956224,0.1416124
320,Left180_3,1.39787,-0.1095439,0.03982076,0.2072169,0.162639,0.02740961,-0.2540142,-0.0673332,1.376473,0.1784323,1.388581,-0.3823852,-0.6808944,-0.2292119,0.3019843,-0.7797748,-0.3025491,-0.01200438,0.2667099
321,Left180_3,1.41485,-0.09366806,0.03751538,0.1999668,0.1599825,0.03092033,-0.2639138,-0.07378364,1.375394,0.1810865,0.7937938,-0.1152692,-0.362505,-0.1328252,0.1755361,-0.4949778,-0.3225219,-0.05394816,0.1327127
322,Left180_3,1.431856,-0.07785297,0.03567461,0.192463,0.1571645,0.03472355,-0.2742028,-0.08067624,1.374004,0.1838834,0.7907544,-0.09203851,-0.3751926,-0.1409031,0.1901609,-0.5144507,-0.34463,-0.0695467,0.1398422
323,Left180_3,1.44883,-0.06650177,0.0365766,0.1861439,0.1521192,0.03667607,-0.2808967,-0.08381832,1.372284,0.1873526,0.5675603,0.04509948,-0.3159516,-0.2522625,0.09762608,-0.334695,-0.1571041,-0.08596778,0.1734629
324,Left180_3,1.465822,-0.05605401,0.03784476,0.1796727,0.1467355,0.03851623,-0.2872407,-0.08648916,1.370482,0.1909409,0.5223876,0.06340817,-0.3235601,-0.2691835,0.09200834,-0.3172025,-0.1335423,-0.09009242,0.1794122
325,Left180_3,1.482843,-0.04995829,0.03821703,0.1728773,0.142559,0.04118614,-0.2909346,-0.08747949,1.368811,0.1947252,0.3047863,0.01861379,-0.3397718,-0.2088249,0.1334952,-0.1846954,-0.04951656,-0.08358955,0.1892149
326,Left180_3,1.516833,-0.03888535,0.03814714,0.1539445,0.1372594,0.04863112,-0.3004157,-0.08841354,1.365427,0.2036379,0.5536467,-0.003494509,-0.9466403,-0.2649836,0.3722489,-0.4740536,-0.04670247,-0.169158,0.4456349
327,Left180_3,1.533893,-0.03398233,0.037862,0.1417565,0.1359169,0.05350292,-0.3060825,-0.08839805,1.363715,0.2086826,0.2451511,-0.01425743,-0.6093972,-0.06712377,0.2435904,-0.2833426,0.0007744879,-0.08560419,0.2522364
328,Left180_3,1.550867,-0.03064234,0.03718153,0.1314407,0.1379606,0.05789445,-0.3101584,-0.0898843,1.362822,0.2113916,0.1669995,-0.03402326,-0.5157903,0.1021832,0.2195761,-0.2037928,-0.07431209,-0.0446558,0.1354516
329,Left180_3,1.568274,-0.02755785,0.03665853,0.1209418,0.1400239,0.06254849,-0.3140282,-0.09141575,1.361891,0.2140819,0.1542246,-0.02614986,-0.5249478,0.1031697,0.2327021,-0.1934901,-0.0765726,-0.04653931,0.1345143
330,Left180_3,1.585256,-0.02547579,0.03609087,0.1119933,0.1440671,0.06735344,-0.3166066,-0.0938685,1.36109,0.215753,0.1041031,-0.02838336,-0.4474256,0.2021596,0.2402477,-0.1289189,-0.1226377,-0.04006028,0.08355603
331,Left180_3,1.61922,-0.02026598,0.03427907,0.08913824,0.1525596,0.07904086,-0.3183482,-0.09904499,1.359591,0.2186567,0.2604903,-0.09058975,-1.142751,0.424622,0.5843707,-0.08708239,-0.2588246,-0.0749588,0.1451842
332,Left180_3,1.636312,-0.01784579,0.03323602,0.07592477,0.1568277,0.08578996,-0.3177199,-0.101273,1.358833,0.2201362,0.1210093,-0.05215257,-0.6606736,0.2134062,0.3374554,0.03141761,-0.1113988,-0.03788471,0.07397085
333,Left180_3,1.653289,-0.01728786,0.03239134,0.06392883,0.1604221,0.09201928,-0.3162707,-0.1014978,1.358051,0.2222914,0.02789693,-0.04223399,-0.5997971,0.1797214,0.3114659,0.0724569,-0.01124069,-0.03911853,0.107763
334,Left180_3,1.670334,-0.01701392,0.03186206,0.05266659,0.1634834,0.0981074,-0.3144681,-0.101271,1.357301,0.2242057,0.01369687,-0.02646409,-0.5631117,0.1530655,0.3044058,0.09013265,0.01133867,-0.03749728,0.09571463
335,Left180_3,1.687306,-0.01759205,0.03197339,0.04425803,0.1649731,0.1030321,-0.3116868,-0.09942509,1.356813,0.225261,-0.02890648,0.005566701,-0.4204281,0.07448122,0.2462357,0.1390636,0.09229593,-0.02440214,0.05276725
336,Left180_3,1.704294,-0.01786543,0.03206219,0.03548083,0.1669981,0.107942,-0.3079029,-0.09825911,1.356661,0.2253281,-0.0136693,0.004439987,-0.4388603,0.1012497,0.2454955,0.1891971,0.05829893,-0.007605553,0.003354251
337,Left180_3,1.738299,-0.01644791,0.03241307,0.016139,0.1744126,0.1158357,-0.2951607,-0.09985042,1.358326,0.2203094,0.07087607,0.01754407,-0.9670916,0.370729,0.3946822,0.6371081,-0.07956512,0.08327365,-0.2509348
